_id,name,abv,brewery,location,description,servingSize,price
"680d8df171e6c39670dcdbef","Weihenstephaner Original","5.1% ABV","Bayerische Staatsbrauerei Weihenstephan","Freising, Bayern","A good beer takes its time. The long storage makes our yellow bright lager, “Original”, a flavourful beer enjoyed with fine pored, white foam. With a mild hoppy note and its pleasant fresh spicy taste, it goes very well with salads, poultry, stews or with a hearty snack. Brewed according to our centuries-old brewing tradition on the Weihenstephan hill.","16oz Draft","6.5"
"680d8df171e6c39670dcdbf0","Coors Light","4% ABV","Coors Brewing Company","Golden, CO","Coors Light is Coors Brewing Company's largest-selling brand and the fourth best-selling beer in the U.S. Introduced in 1978.","16oz Draft","5.5"
"680d8df171e6c39670dcdbf1","House Lager","5.2% ABV","Jack’s Abby Craft Lagers","Framingham, MA","We painstakingly perfected this golden lager with the finest imported malts and hops, using traditional brewing methods.","16oz Draft","6.5"
"680d8df171e6c39670dcdbf2","Boston Lager","5% ABV","Samuel Adams","Boston, MA","Since 1984, Samuel Adams Boston Lager has used the world’s finest hand-selected ingredients to create a perfectly balanced and complex original brew.","16oz Draft","6.5"
"680d8df171e6c39670dcdbf3","Snappy Limelight","4% ABV","Twelve Percent Beer Project","North Haven, CT","An All American Craft Lager w/ Lime!","16oz Draft","6.5"
"680d8df171e6c39670dcdbf4","Kölsch","5% ABV","von Trapp Brewing","Stowe, VT","Brewed with continental Pilsner malt, noble hops, and fermented cool with a traditional yeast strain from Cologne, Germany, this bright and refreshing blonde ale is crisp and dry with a floral and subtly fruity finish.","16oz Draft","6.5"
"680d8df171e6c39670dcdbf5","Kölsch","5% ABV","von Trapp Brewing","Stowe, VT","Brewed with continental Pilsner malt, noble hops, and fermented cool with a traditional yeast strain from Cologne, Germany, this bright and refreshing blonde ale is crisp and dry with a floral and subtly fruity finish.","16oz Draft","6.5"
"680d8df171e6c39670dcdbf6","Kölsch","5% ABV","von Trapp Brewing","Stowe, VT","Brewed with continental Pilsner malt, noble hops, and fermented cool with a traditional yeast strain from Cologne, Germany, this bright and refreshing blonde ale is crisp and dry with a floral and subtly fruity finish.","16oz Draft","6.5"
"680d8df171e6c39670dcdbf7","Raspberry Jam Sesh","6.9% ABV","Sap House Meadery","Center Ossipee, NH","Rated 4.0 out of 5 on Untappd","16oz Draft","10.25"
"680d8df171e6c39670dcdbf8","Raspberry Jam Sesh","6.9% ABV","Sap House Meadery","Center Ossipee, NH","Rated 4.0 out of 5 on Untappd","16oz Draft","10.25"
"680d8df171e6c39670dcdbf9","Raspberry Jam Sesh","6.9% ABV","Sap House Meadery","Center Ossipee, NH","Rated 4.0 out of 5 on Untappd","16oz Draft","10.25"
"680d8df171e6c39670dcdbfa","Coffeehouse Porter Nitro","6.2% ABV","Berkshire Brewing Company","South Deerfield, MA","The nitro version is even smoother.","16oz Draft","6.5"
"680d8df171e6c39670dcdbfb","Coffeehouse Porter Nitro","6.2% ABV","Berkshire Brewing Company","South Deerfield, MA","The nitro version is even smoother.","16oz Draft","6.5"
"680d8df171e6c39670dcdbfc","Coffeehouse Porter Nitro","6.2% ABV","Berkshire Brewing Company","South Deerfield, MA","The nitro version is even smoother.","16oz Draft","6.5"
"680d8df171e6c39670dcdbfd","Abt 12","10% ABV","Brouwerij St.Bernardus","Poperinge, Vlaams Gewest","St.Bernardus Abt 12 is widely regarded as one of the best beers in the world and therefore also the real flagship of our brewery. It is brewed in the classic quadrupel style and adheres to the original 1946 recipe.

Did you know that the St.Bernardus on every thousandth label of a 33-centilitre bottle is winking? 

St.Bernardus Abt 12 is a dark beer of top fermentation with a robust head that is ivory in colour. It has a very fruity aroma that is the result of using our own unique yeast. It brims over with different, complex tastes and stands out through its long, bittersweet finish. It is an ideal partner for rich beef dishes and recipes with game. It also forms a perfect match with blue cheese and chocolate.","12oz Draft","19"
"680d8df171e6c39670dcdbfe","Guinness Draught","4.2% ABV","Guinness","Dublin, County Dublin","Swirling clouds tumble as the storm begins to calm. Settle. Breathe in the moment, then break through the smooth, light head to the bittersweet reward.

Unmistakeably GUINNESS, from the first velvet sip to the last, lingering drop. And every deep-dark satisfying mouthful in between.

Pure beauty. Pure GUINNESS.

Guinness Draught is sold in kegs, widget cans, and bottles. The ABV varies from 4.1 to 4.3%.

Guinness Extra Cold is the exact same beer only served through a super cooler at 3.5 °C","16oz Draft","7.5"
"680d8df171e6c39670dcdbff","American Pale Ale - Golden Nitro","4.5% ABV","Shipyard Brewing Company","Portland, ME","Recipe originally crafted for the British market and brewed by Marston's, this is a golden version served on Nitro!","16oz Draft","7"
"680d8df171e6c39670dcdc00","A Beer Named Duck","5.2% ABV","Mast Landing Brewing Co.","Westbrook, ME","This easy drinking New England pale ale proves that exceptional qualities can come in unassuming forms. Notes of tropical and citrus fruits in an easy drinking 5.2% package. Quack!","16oz Draft","12.5"
"680d8df171e6c39670dcdc01","A Beer Named Duck","5.2% ABV","Mast Landing Brewing Co.","Westbrook, ME","This easy drinking New England pale ale proves that exceptional qualities can come in unassuming forms. Notes of tropical and citrus fruits in an easy drinking 5.2% package. Quack!","16oz Draft","12.5"
"680d8df171e6c39670dcdc02","A Beer Named Duck","5.2% ABV","Mast Landing Brewing Co.","Westbrook, ME","This easy drinking New England pale ale proves that exceptional qualities can come in unassuming forms. Notes of tropical and citrus fruits in an easy drinking 5.2% package. Quack!","16oz Draft","12.5"
"680d8df171e6c39670dcdc03","Whirlpool","4.5% ABV","Night Shift Brewing","Everett, MA","Explosively juicy, Whirlpool is Night Shift's flagship New England pale ale. It pours hazy blonde with a nose of ripe peach and clementine, and sips citrusy and vibrant. With minimal bitterness on the finish, it's a remarkably crushable sipper.","16oz Draft","6.5"
"680d8df171e6c39670dcdc04","Pale Ale","5.4% ABV","Tuckerman Brewing Company","Conway, NH","Dry hopped and naturally carbonated, this American style pale ale has a deep golden color with medium bitterness and is clean and crisp with a smooth malt finish.","16oz Draft","6.5"
"680d8df171e6c39670dcdc05","Rise","5.5% ABV","Whalers Brewing Company","Wakefield, RI","A bright citrus aroma leads to a pleasantly smooth body with a subtle hop spice finish.","16oz Draft","8"
"680d8df171e6c39670dcdc06","Lemon Blueberry Pale Ale Official","4.4% ABV","Woodstock Inn Brewery","North Woodstock, NH","A light and thirst quenching beer with light lemon and blueberry flavor in the finish.","16oz Draft","6.5"
"680d8df171e6c39670dcdc07","Stella Artois","5% ABV","Stella Artois","Leuven, Vlaams Gewest","You're never too far from the life Artois.","16oz Draft","7"
"680d8df171e6c39670dcdc08","Stella Artois","5% ABV","Stella Artois","Leuven, Vlaams Gewest","You're never too far from the life Artois.","16oz Draft","7"
"680d8df171e6c39670dcdc09","Stella Artois","5% ABV","Stella Artois","Leuven, Vlaams Gewest","You're never too far from the life Artois.","16oz Draft","7"
"680d8df171e6c39670dcdc0a","No Dice","5.3% ABV","Liars Bench Beer Co.","Portsmouth, NH","Pilsner - German","16oz Draft","10"
"680d8df171e6c39670dcdc0b","Miller Lite","4.2% ABV","Miller Brewing Company","Milwaukee, WI","Lager - American Light","12oz Bottle","5.5"
"680d8df171e6c39670dcdc0c","Czech Pilsner","4.9% ABV","Moat Mountain Brewing Co.","North Conway, NH","Our take on the classic Bohemian Pilsner, given extra time to properly lager. Pouring clear bright gold with a frothy white head, this beer has finesse. Fresh and light bodied with crisp flavors of roasted grain, light citrus and pepper followed by a clean, slightly floral, dry finish.","16oz Draft","6.5"
"680d8df171e6c39670dcdc0d","Pils Wave","5.5% ABV","Omnium Brewing","Somersworth, NH","A golden beer for a golden hour. Our Pils is easy drinking and refreshing with a touch bitter and crisp malty finish.","16oz Draft","7.5"
